1.2201	5.109e-27
1.3704	1.0815e-26
1.3942	3.6047e-27
1.4451	5.5005e-27
1.4589	1.2626e-26
1.4652	5.1705e-27
1.512	1.5515e-25
1.5248	1.2036
1.5564	6.5317e-27
1.6063	1.1833e-25
1.6106	1.5471e-26
1.6365	3.3843e-26
1.6673	1.1081
1.6887	1.4718e-23
1.6937	1.1193
1.7496	1.0632
1.7574	1.0553
1.7614	0.94061
1.803	0.8733
1.8097	9.6959e-26
1.8237	2.3753e-26
1.8463	1.3834
1.8772	2.1418e-26
1.8924	0.96019
1.9016	1.255
1.905	3.0924e-24
1.9356	0.95179
1.9508	4.9202e-26
1.9664	1.1832
1.9954	1.858e-26
2.0593	9.6657e-26
2.1012	1.2101
2.1188	1.183
2.1673	1.0015e-24
2.1763	1.0101
2.2041	1.1339
2.247	1.1526
2.2884	1.1766
2.3497	1.1516
2.437	0.97882
2.6401	7.5592e-27
2.6449	3.4351e-25
2.6497	0.014373
2.8063	0.59775
2.8266	8.8875e-26
2.8442	2.4281e-25
2.8547	0.019258
2.8612	1.5963e-25
2.898	1.7684e-24
2.9029	0.021433
2.9316	5.7247e-25
2.9326	0.23606
2.9438	1.1026e-25
2.9516	0.018386
2.9833	0.51213
3.0134	2.2992e-26
3.0269	7.0787e-28
3.028	1.9565e-25
3.0337	0.012277
3.0366	5.0845e-26
3.055	3.2642e-26
3.0595	4.9466e-26
3.0698	1.4666e-25
3.0734	0.078895
3.0761	0.019372
3.0854	0.63702
3.0904	3.5901e-24
3.101	0.010047
3.1218	7.6773e-27
3.1249	2.6533e-26
3.1278	0.014909
3.1423	5.0664e-26
3.1463	9.5857e-27
3.1483	1.086e-25
3.151	0.021123
3.1538	0.029343
3.1564	0.56189
3.1581	9.0835e-25
3.1597	7.4961e-24
3.1598	0.0027983
3.1732	0.40633
3.1818	0.15445
3.184	1.675e-23
3.1842	0.00089154
3.1862	0.49119
3.2011	1.2105e-24
3.2014	0.60447
3.2141	0.043591
3.2503	7.7367e-25
3.2515	8.0649e-26
3.2547	0.016556
3.2613	0.033195
3.2651	9.9147e-26
3.2683	0.42357
3.2845	0.10405
3.3136	1.8852e-24
3.3151	0.51662
3.3155	5.4737e-23
3.316	0.0071238
3.3233	1.623e-25
3.3281	0.039122
3.3284	0.019088
3.3305	2.1723e-25
3.3336	1.8855e-25
3.3341	1.7249e-24
3.3347	0.022662
3.3404	0.014047
3.349	5.3842e-21
3.349	0.11743
3.3574	0.053627
3.4021	5.8382e-27
3.4087	0.018098
3.4123	1.9755e-25
3.4192	0.013813
3.4351	3.6096e-26
3.4418	2.0841e-25
3.4448	1.0646e-25
3.4521	0.025299
3.4533	3.9119e-26
3.4572	2.3546e-25
3.4588	0.07223
3.4601	0.046506
3.4613	0.020894
3.4696	0.038253
3.4768	1.6661e-26
3.4887	3.6145e-21
3.4887	0.03008
3.4994	0.036771
3.5003	5.8355e-25
3.5063	0.028074
3.5163	9.5265e-26
3.5247	1.569e-24
3.5252	0.023476
3.5301	0.013731
3.5505	1.1634e-25
3.5516	2.0559e-26
3.5526	0.0028725
3.5619	0.020504
3.5654	1.715e-25
3.5719	2.8918e-24
3.5741	0.011245
3.5766	7.5171e-25
3.5817	8.1588e-26
3.5823	0.029031
3.5847	5.0874e-26
3.5923	2.1e-25
3.5928	0.026355
3.5935	4.2622e-25
3.6031	0.0033954
3.6037	0.039249
3.6109	2.4703e-25
3.6187	0.085761
3.6202	7.0325e-25
3.6209	4.9864e-25
3.627	0.093965
3.6273	0.03667
3.6282	2.119e-24
3.6353	0.22738
3.6375	1.1812e-24
3.639	2.7153e-25
3.6438	0.029945
3.6498	0.03524
3.6547	0.045824
3.6567	0.094296
3.6603	4.2933e-25
3.6616	1.4325e-25
3.6693	0.072794
3.6798	5.7584e-25
3.6815	0.0057683
3.6818	1.3387e-25
3.6839	0.0059919
3.6909	3.4264e-25
3.6989	0.011593
3.6996	0.12891
3.7098	4.9035e-25
3.7124	0.0056371
3.7131	5.7999e-26
3.7264	6.9088e-25
3.7274	0.0042256
3.7284	0.037316
3.7398	7.4276e-26
3.7539	0.016898
3.7645	5.6244e-26
3.7726	2.6432e-27
3.774	3.8661e-25
3.7753	0.013036
3.7767	7.8141e-25
3.7822	0.042268
3.7855	0.036421
3.8035	0.13718
3.8089	5.6285e-26
3.8196	2.2985e-25
3.82	4.5366e-26
3.8256	0.019368
3.8267	1.5683e-24
3.8276	1.915e-24
3.829	0.0037088
3.8338	0.10594
3.8359	0.037919
3.8388	0.02297
3.8395	4.9016e-25
3.8406	1.1337e-25
3.8449	2.0287e-25
3.8495	0.019679
3.8518	0.068186
3.8858	1.7719e-26
3.8916	0.032426
3.9004	3.22e-26
3.9016	1.4649e-25
3.9023	0.0078742
3.9109	0.01472
3.9144	6.1979e-26
3.9161	7.0503e-26
3.9208	0.011125
3.9245	6.0119e-25
3.9252	3.4989e-24
3.9258	0.0018671
3.9272	0.014987
3.9282	2.0628e-25
3.9373	0.0089898
3.9431	0.12392
3.9567	2.0127e-24
3.9568	0.15533
3.9604	4.0428e-25
3.961	0.0027322
3.9621	0.01686
3.9624	1.4553e-23
3.9733	7.2867e-26
3.9881	1.1942e-25
3.9944	1.6601e-27
3.9982	0.10789
3.9997	1.009e-23
4.0016	0.0079974
4.0025	1.3493e-25
4.005	3.5799e-26
4.0096	1.9343e-26
4.0168	0.014275
4.0193	0.058762
4.0212	3.3966e-25
4.0219	0.014944
4.0307	4.4338e-25
4.0324	0.0088448
4.0388	0.019282
4.045	0.076795
4.0458	1.184e-24
4.0496	6.5637e-25
4.052	0.0058022
4.0529	1.3085e-24
4.0575	0.023502
4.065	2.9897e-24
4.0657	0.018797
4.0663	3.3588e-25
4.0678	0.0093277
4.0736	0.29308
4.0768	1.0238e-24
4.0793	0.0060596
4.0912	5.7489e-25
4.0937	1.6638e-25
4.0944	0.012678
4.1015	4.9706e-27
4.107	1.5936e-26
4.1152	3.3303e-26
4.1235	5.435e-26
4.1364	0.024213
4.1365	0.018986
4.1371	0.18555
4.1527	7.6002e-28
4.166	9.891e-28
4.1694	0.010482
4.1749	0.097527
